dt,acc_x,acc_y,gyr_x,gyr_y,r_imu,p_imu,y_imu,r_cal,p_cal,y_cal,ax_n_imu,ay_n_imu,ax_n_cal,ay_n_cal,ax_n_cal_kalman,dax_n_imu,dax_n_cal,
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.225343,-0.205134,0,0.00126501,-0.000894893,0.00039256,-0.00010353,3.92511E-06,0.000975713,0.000943743,3.140831E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.225296,-0.205308,0,0.00126501,-0.000894893,0.000363063,-9.56208E-05,3.09107E-05,0,-2.94968E-05,2.698559E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.225253,-0.205469,0,0.00126501,-0.000894893,0.000335768,-8.83229E-05,5.39449E-05,0,-2.72952E-05,2.30342E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.225213,-0.205617,0,0.00126501,-0.000894893,0.000310536,-8.15466E-05,7.34564E-05,0,-2.52314E-05,1.95115E-05
0.016,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.225174,-0.205764,0,0.00126501,-0.000894893,0.000285633,-7.48783E-05,8.97111E-05,0,-2.49036E-05,1.62547E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.225141,-0.20589,0,0.00126501,-0.000894893,0.000264261,-6.92122E-05,0.000103203,0,-2.1372E-05,1.34919E-05
0.016,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.225108,-0.205553,0,0.000285883,-0.000894893,-0.000657629,-6.3628E-05,4.48252E-05,-0.000979125,-0.00092189,5.83778E-05
0.015,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.225079,-0.205262,0,0.000285883,-0.000894893,-0.000608265,-5.88037E-05,-5.73921E-06,0,4.93638E-05,5.056441E-05
0.016,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.225051,-0.204976,0,0.000285883,-0.000894893,-0.000559557,-5.40428E-05,-4.90737E-05,0,4.87082E-05,4.333449E-05
0.015,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.225027,-0.204728,0,0.000285883,-0.000894893,-0.000517547,-4.99412E-05,-8.61875E-05,0,4.20101E-05,3.71138E-05
0.015,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.225005,-0.2045,0,0.000285883,-0.000894893,-0.000478689,-4.61452E-05,-0.000117748,0,3.88585E-05,3.15605E-05
0.016,-0.0342697,-0.0381862,0.01,0,0.23,-0.2,0,0.225143,-0.204274,0,0.000285883,-0.000894893,-0.000440348,-6.95884E-05,-0.000144175,0,3.83407E-05,2.6427E-05
0.016,-0.0342697,-0.0381862,0.01,0,0.23,-0.2,0,0.22527,-0.204066,0,0.000285883,-0.000894893,-0.000405069,-9.11541E-05,-0.000166054,0,3.52785E-05,2.1879E-05
0.015,-0.0342697,-0.0381862,0.01,0,0.23,-0.2,0,0.225379,-0.203888,0,0.000285883,-0.000894893,-0.000374742,-0.000109661,-0.000184079,0,3.03276E-05,1.8025E-05
0.015,-0.0342697,-0.0381862,0.01,0,0.23,-0.2,0,0.22548,-0.203723,0,0.000285883,-0.000894893,-0.000346694,-0.000126783,-0.000198687,0,2.80477E-05,1.4608E-05
0.015,-0.0342697,-0.0381862,0.01,0,0.23,-0.2,0,0.225573,-0.20357,0,0.000285883,-0.000894893,-0.000320643,-0.000142708,-0.000210268,0,2.6051E-05,1.1581E-05
0.016,-0.0342697,-0.0381862,0.01,0,0.23,-0.2,0,0.225666,-0.203418,0,0.000285883,-0.000894893,-0.00029495,-0.000158425,-0.000219055,0,2.56933E-05,8.78700000000001E-06
0.015,-0.0342697,-0.0381862,0.01,0.01,0.23,-0.2,0,0.225746,-0.203138,0,0.000285883,-0.000894893,-0.000247296,-0.000171982,-0.00022355,0,4.76539E-05,4.495E-06
0.015,-0.0342697,-0.0381862,0,0.01,0.23,-0.2,0,0.225669,-0.202878,0,0.000285883,-0.000894893,-0.000203218,-0.000159033,-0.000224324,0,4.40776E-05,7.7399999999999E-07
0.015,-0.0342697,-0.0381862,0,0.01,0.23,-0.2,0,0.225599,-0.202638,0,0.000285883,-0.000894893,-0.000162445,-0.000147052,-0.000221886,0,4.07733E-05,2.43799999999998E-06
0.015,-0.0352488,-0.0381862,0,0.01,0.23,-0.2,0,0.225534,-0.202849,0,0.00126501,-0.000894893,0.000780966,-0.000135973,-0.000146998,0.000979125,0.000943411,7.4888E-05
0.015,-0.0352488,-0.0381862,0,0.01,0.23,-0.2,0,0.225473,-0.203043,0,0.00126501,-0.000894893,0.00074793,-0.000125729,-7.97837E-05,0,-3.30359E-05,6.72143E-05
0.016,-0.0352488,-0.0381862,0,0.01,0.23,-0.2,0,0.225416,-0.203237,0,0.00126842,-0.000890967,0.000718515,-0.000112072,-1.94434E-05,3.41237E-06,-2.94149E-05,6.03403E-05
0.015,-0.0352488,-0.0381862,0,0.01,0.23,-0.2,0,0.225365,-0.203404,0,0.00126842,-0.000890967,0.000690058,-0.000103526,3.4565E-05,0,-2.84575E-05,5.40084E-05
0.016,-0.0352488,-0.0381862,0,0.01,0.23,-0.2,0,0.225316,-0.203569,0,0.00126842,-0.000890967,0.000661984,-9.50955E-05,8.27023E-05,0,-2.80738E-05,4.81373E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.225273,-0.203862,0,0.00126842,-0.000890967,0.000612281,-8.782E-05,0.000123704,0,-4.97028E-05,4.10017E-05
0.016,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.225231,-0.204151,0,0.00126842,-0.000890967,0.000563234,-8.06488E-05,0.000158108,0,-4.90472E-05,3.4404E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.225193,-0.204398,0,0.00126501,-0.000894893,0.000517707,-7.80262E-05,0.000186637,-3.41237E-06,-4.55268E-05,2.8529E-05
0.016,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.225155,-0.204642,0,0.00126501,-0.000894893,0.000476237,-7.16336E-05,0.000210004,0,-4.14699E-05,2.3367E-05
0.016,-0.0352488,-0.0381862,0,0.01,0.23,-0.2,0,0.22512,-0.204707,0,0.00126501,-0.000894893,0.000465266,-6.57476E-05,0.000230909,0,-1.0971E-05,2.0905E-05
0.015,-0.0352488,-0.0381862,0,0.01,0.23,-0.2,0,0.22509,-0.204762,0,0.00126501,-0.000894893,0.000455808,-6.06775E-05,0.000249637,0,-9.45851E-06,1.8728E-05
0.016,-0.0352488,-0.0381862,0,0.01,0.23,-0.2,0,0.225061,-0.204817,0,0.00126501,-0.000894893,0.000446472,-5.56707E-05,0.000266346,0,-9.33558E-06,1.6709E-05
0.016,-0.0352488,-0.0381862,0,0.01,0.23,-0.2,0,0.225034,-0.204868,0,0.00126501,-0.000894893,0.000437886,-5.10663E-05,0.00028123,0,-8.58679E-06,1.48839999999999E-05
0.015,-0.0352488,-0.0381862,0,0.01,0.23,-0.2,0,0.225011,-0.204911,0,0.00126501,-0.000894893,0.000430476,-4.70988E-05,0.000294505,0,-7.4096E-06,1.3275E-05
0.016,-0.0352488,-0.0381862,0,0.01,0.23,-0.2,0,0.224987,-0.204954,0,0.00126501,-0.000894893,0.000423171,-4.31761E-05,0.000306289,0,-7.30529E-06,1.1784E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.224968,-0.205141,0,0.00126501,-0.000894893,0.000391379,-3.97936E-05,0.000314799,0,-3.17916E-05,8.51000000000004E-06
0.016,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.224948,-0.204865,0,0.000285883,-0.000894893,-0.000540789,-3.64631E-05,0.000250974,-0.000979125,-0.000932168,6.3825E-05
0.015,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.224931,-0.204627,0,0.000285883,-0.000894893,-0.000500288,-3.35947E-05,0.000194639,0,4.05014E-05,5.6335E-05
0.015,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.224915,-0.204406,0,0.000285883,-0.000894893,-0.000462823,-3.09311E-05,0.00014505,0,3.74652E-05,4.9589E-05
0.015,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.224901,-0.204202,0,0.000285883,-0.000894893,-0.000428166,-2.84687E-05,0.000101531,0,3.46564E-05,4.3519E-05
0.016,-0.0342697,-0.0381862,0,0.01,0.23,-0.2,0,0.224887,-0.203841,0,0.000285883,-0.000894893,-0.000366792,-2.60584E-05,6.57236E-05,0,6.13742E-05,3.58074E-05
0.015,-0.0342697,-0.0381862,0,0.01,0.23,-0.2,0,0.224875,-0.203529,0,0.000285883,-0.000894893,-0.000313748,-2.40356E-05,3.64599E-05,0,5.30444E-05,2.92637E-05
0.016,-0.0352488,-0.0391654,0,0.01,0.23,-0.2,0,0.225324,-0.203682,0,0.001265,8.42288E-05,0.000639375,0.00087874,8.25554E-05,0.000979114,0.000953123,4.60955E-05
0.015,-0.0352488,-0.0391654,0,0.01,0.23,-0.2,0,0.225712,-0.203814,0,0.001265,8.42288E-05,0.000616957,0.000812892,0.000123757,0,-2.24188E-05,4.12016E-05
0.015,-0.0352488,-0.0391654,0,0.01,0.23,-0.2,0,0.22607,-0.203936,0,0.001265,8.42288E-05,0.000596214,0.000751972,0.000160527,0,-2.07424E-05,3.677E-05
0.016,-0.0352488,-0.0391654,0,0.01,0.23,-0.2,0,0.226424,-0.204056,0,0.001265,8.42288E-05,0.000575755,0.000691872,0.000193188,0,-2.04593E-05,3.2661E-05
0.016,-0.0352488,-0.0391654,0,0.01,0.23,-0.2,0,0.226749,-0.204167,0,0.001265,8.42288E-05,0.000556931,0.000636574,0.000222148,0,-1.88239E-05,2.896E-05
0.015,-0.0352488,-0.0391654,0,0.01,0.23,-0.2,0,0.22703,-0.204263,0,0.001265,8.42288E-05,0.000540696,0.00058889,0.000247857,0,-1.62348E-05,2.5709E-05
0.016,-0.0352488,-0.0391654,0,0,0.23,-0.2,0,0.227306,-0.204518,0,0.001265,8.42288E-05,0.000497382,0.000541929,0.000268454,0,-4.3314E-05,2.0597E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.227113,-0.204737,0,0.00126501,-0.000894893,0.00046004,-0.000404261,0.000284748,1.11759E-08,-3.73423E-05,1.6294E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.226933,-0.204941,0,0.00126501,-0.000894893,0.000425477,-0.000373814,0.000297247,0,-3.45632E-05,1.2499E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.226767,-0.205129,0,0.00126501,-0.000894893,0.00039351,-0.000345629,0.000306412,0,-3.19667E-05,9.165E-06
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.226614,-0.205303,0,0.00126501,-0.000894893,0.000363942,-0.000319567,0.000312655,0,-2.95676E-05,6.24300000000001E-06
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.226472,-0.205464,0,0.00126501,-0.000894893,0.000336591,-0.000295453,0.000316348,0,-2.73511E-05,3.69300000000003E-06
0.016,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.226332,-0.205162,0,0.000285883,-0.000894893,-0.000591196,-0.000271671,0.000248375,-0.000979125,-0.000927787,6.7973E-05
0.015,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.226211,-0.204901,0,0.000285883,-0.000894893,-0.000546914,-0.000251152,0.00018847,0,4.42825E-05,5.9905E-05
0.015,-0.0342697,-0.0381862,0,0.01,0.23,-0.2,0,0.226101,-0.204512,0,0.000289295,-0.000890967,-0.000477225,-0.000228606,0.000138038,3.41237E-06,6.9689E-05,5.0432E-05
0.015,-0.0342697,-0.0381862,0,0.01,0.23,-0.2,0,0.226,-0.204151,0,0.000289295,-0.000890967,-0.000416003,-0.000211321,9.57801E-05,0,6.12214E-05,4.22579E-05
0.015,-0.0342697,-0.0381862,0,0.01,0.23,-0.2,0,0.225906,-0.203818,0,0.000289295,-0.000890967,-0.000359382,-0.000195332,6.07833E-05,0,5.66207E-05,3.49968E-05
0.016,-0.0342697,-0.0381862,0,0.01,0.23,-0.2,0,0.225813,-0.203488,0,0.000289295,-0.000890967,-0.000303399,-0.000179645,3.25023E-05,0,5.59837E-05,2.8281E-05
0.016,-0.0352488,-0.0381862,0,0.01,0.23,-0.2,0,0.225728,-0.203646,0,0.00126842,-0.000890967,0.000648901,-0.000165224,7.94512E-05,0.000979125,0.0009523,4.69489E-05
0.015,-0.0342697,-0.0381862,0,0.01,0.23,-0.2,0,0.225655,-0.20335,0,0.000289295,-0.000890967,-0.000279926,-0.000152778,5.16986E-05,-0.000979125,-0.000928827,2.77526E-05
0.015,-0.0342697,-0.0381862,0,0.01,0.23,-0.2,0,0.225587,-0.203076,0,0.000289295,-0.000890967,-0.000233404,-0.000141263,2.94363E-05,0,4.65214E-05,2.22623E-05
0.015,-0.0342697,-0.0381862,0,0.01,0.23,-0.2,0,0.225525,-0.202823,0,0.000289295,-0.000890967,-0.00019037,-0.000130624,1.20202E-05,0,4.30346E-05,1.74161E-05
0.016,-0.0342697,-0.0381862,0,0.01,0.23,-0.2,0,0.225463,-0.202573,0,0.000289295,-0.000890967,-0.000147913,-0.000120122,-9.26055E-07,0,4.24571E-05,1.2946255E-05
0.015,-0.0342697,-0.0381862,0,0.01,0.23,-0.2,0,0.22541,-0.202358,0,0.000289295,-0.000890967,-0.000111286,-0.000111066,-1.01573E-05,0,3.66271E-05,9.231245E-06
0.015,-0.0352488,-0.0381862,0,0.01,0.23,-0.2,0,0.22536,-0.202591,0,0.00126842,-0.000890967,0.000828285,-0.00010268,5.35553E-05,0.000979125,0.00093957,6.37126E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.225315,-0.202956,0,0.00126842,-0.000890967,0.00076621,-9.49278E-05,0.000108115,0,-6.20745E-05,5.45597E-05
0.016,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.225267,-0.203315,0,0.00126501,-0.000894893,0.00070167,-9.07257E-05,0.000153956,-3.41237E-06,-6.45407E-05,4.5841E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.225226,-0.203625,0,0.00126501,-0.000894893,0.00064899,-8.37818E-05,0.000192588,0,-5.26793E-05,3.8632E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.225189,-0.203912,0,0.00126501,-0.000894893,0.000600256,-7.73743E-05,0.000224807,0,-4.87342E-05,3.2219E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.225154,-0.204177,0,0.00126501,-0.000894893,0.000555187,-7.14213E-05,0.000251334,0,-4.50686E-05,2.6527E-05
0.016,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.225119,-0.204439,0,0.00126501,-0.000894893,0.000510715,-6.55539E-05,0.000272603,0,-4.44725E-05,2.1269E-05
0.015,-0.0342697,-0.0391654,0,0,0.23,-0.2,0,0.225522,-0.204233,0,0.000285871,8.42288E-05,-0.000433352,0.000845201,0.000219749,-0.000979137,-0.000944067,5.2854E-05
0.016,-0.0342697,-0.0391654,0,0,0.23,-0.2,0,0.225919,-0.204029,0,0.000285871,8.42288E-05,-0.00039874,0.000777729,0.000173183,0,3.46117E-05,4.6566E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.225829,-0.204286,0,0.00126501,-0.000894893,0.000536818,-0.000186149,0.000201804,0.000979137,0.000935558,2.8621E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.225746,-0.204523,0,0.00126501,-0.000894893,0.000496499,-0.000172045,0.000225348,0,-4.03188E-05,2.3544E-05
0.016,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.225664,-0.204757,0,0.00126501,-0.000894893,0.000456724,-0.000158131,0.000244204,0,-3.97749E-05,1.8856E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.225593,-0.204959,0,0.00126501,-0.000894893,0.000422418,-0.000146128,0.000259113,0,-3.43062E-05,1.4909E-05
0.016,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.225524,-0.205158,0,0.00126501,-0.000894893,0.000388563,-0.000134286,0.000270381,0,-3.38554E-05,1.1268E-05
0.015,-0.0352488,-0.0381862,0.01,0,0.23,-0.2,0,0.225614,-0.20533,0,0.00126501,-0.000894893,0.000359364,-0.000149559,0.000278615,0,-2.91988E-05,8.23399999999998E-06
0.015,-0.0342697,-0.0381862,0.01,0,0.23,-0.2,0,0.225697,-0.205057,0,0.000285883,-0.000894893,-0.000573337,-0.000163689,0.000214496,-0.000979125,-0.000932701,6.4119E-05
0.015,-0.0342697,-0.0381862,0.01,0,0.23,-0.2,0,0.225774,-0.204804,0,0.000285883,-0.000894893,-0.000530388,-0.000176761,0.000158082,0,4.29489E-05,5.6414E-05
0.015,-0.0342697,-0.0381862,0.01,0,0.23,-0.2,0,0.225845,-0.20457,0,0.000285883,-0.000894893,-0.000490665,-0.00018885,0.000108597,0,3.97228E-05,4.9485E-05
0.015,-0.0352488,-0.0381862,0.01,0,0.23,-0.2,0,0.225911,-0.204786,0,0.00126501,-0.000894893,0.000451777,-0.000200033,0.000135037,0.000979125,0.000942443,2.644E-05
0.015,-0.0352488,-0.0381862,0.01,0,0.23,-0.2,0,0.225972,-0.204986,0,0.00126501,-0.000894893,0.000417836,-0.000210378,0.000157046,0,-3.39411E-05,2.2009E-05
0.015,-0.0352488,-0.0381862,0.01,0,0.23,-0.2,0,0.226028,-0.20517,0,0.00126501,-0.000894893,0.000386443,-0.000219949,0.000175122,0,-3.1393E-05,1.8076E-05
0.015,-0.0352488,-0.0381862,0,0.01,0.23,-0.2,0,0.22593,-0.205191,0,0.00126501,-0.000894893,0.000382885,-0.000203315,0.000191677,0,-3.55765E-06,1.6555E-05
0.015,-0.0352488,-0.0381862,0,0.01,0.23,-0.2,0,0.22584,-0.20521,0,0.00126501,-0.000894893,0.000379704,-0.000188008,0.000206843,0,-3.1814E-06,1.5166E-05
0.016,-0.0352488,-0.0391654,0,0.01,0.23,-0.2,0,0.226212,-0.205229,0,0.001265,8.42288E-05,0.000376552,0.000727881,0.000220717,-1.11759E-08,-3.1516E-06,1.3874E-05
0.015,-0.0342697,-0.0391654,0,0.01,0.23,-0.2,0,0.226533,-0.204812,0,0.000285871,8.42288E-05,-0.000531852,0.000673339,0.000163725,-0.000979125,-0.000908405,5.6992E-05
0.016,-0.0342697,-0.0391654,0,0.01,0.23,-0.2,0,0.22685,-0.204402,0,0.000285871,8.42288E-05,-0.000462066,0.000619527,0.000116017,0,6.97859E-05,4.7708E-05
0.015,-0.0342697,-0.0391654,0,0.01,0.23,-0.2,0,0.227123,-0.204048,0,0.000285871,8.42288E-05,-0.000401877,0.000573114,7.62189E-05,0,6.01895E-05,3.97981E-05
0.015,-0.0342697,-0.0391654,0,0,0.23,-0.2,0,0.227376,-0.20387,0,0.000285871,8.42288E-05,-0.000371695,0.00053018,4.14812E-05,0,3.01823E-05,3.47377E-05
0.016,-0.0342697,-0.0391654,0,0,0.23,-0.2,0,0.227625,-0.203695,0,0.000285871,8.42288E-05,-0.000341911,0.000487819,1.14278E-05,0,2.97837E-05,3.00534E-05
0.015,-0.0342697,-0.0391654,0,0,0.23,-0.2,0,0.22784,-0.203543,0,0.000285871,8.42288E-05,-0.000316225,0.000451285,-1.45763E-05,0,2.56859E-05,2.60041E-05
0.015,-0.0342697,-0.0391654,0,0,0.23,-0.2,0,0.228039,-0.203404,0,0.000285871,8.42288E-05,-0.000292465,0.000417501,-3.69559E-05,0,2.37599E-05,2.23796E-05
0.015,-0.0352488,-0.0391654,0,0,0.23,-0.2,0,0.228223,-0.203706,0,0.001265,8.42288E-05,0.000635207,0.000386231,1.35997E-05,0.000979125,0.000927672,5.05556E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.227961,-0.203986,0,0.00126501,-0.000894893,0.000587627,-0.000548385,5.70258E-05,1.11759E-08,-4.75794E-05,4.34261E-05
0.016,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.227702,-0.204263,0,0.00126501,-0.000894893,0.00054067,-0.000504449,9.38572E-05,0,-4.69573E-05,3.68314E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.227479,-0.204502,0,0.00126501,-0.000894893,0.000500064,-0.00046647,0.000125033,0,-4.06057E-05,3.11758E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.227272,-0.204723,0,0.00126501,-0.000894893,0.000462506,-0.000431344,0.000151175,0,-3.75584E-05,2.6142E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.227081,-0.204927,0,0.00126501,-0.000894893,0.000427764,-0.000398852,0.000172842,0,-3.47421E-05,2.1667E-05
0.016,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.226892,-0.205129,0,0.00126501,-0.000894893,0.000393473,-0.000366811,0.000190377,0,-3.42913E-05,1.7535E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.226729,-0.205303,0,0.00126501,-0.000894893,0.000363909,-0.00033915,0.000204426,0,-2.95639E-05,1.4049E-05
0.016,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.226569,-0.205475,0,0.00126501,-0.000894893,0.00033474,-0.00031187,0.000215257,0,-2.9169E-05,1.0831E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.22643,-0.205623,0,0.00126501,-0.000894893,0.000309579,-0.000288341,0.000223399,0,-2.51606E-05,8.14200000000002E-06
0.016,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.226294,-0.205768,0,0.00126501,-0.000894893,0.000284865,-0.000265222,0.000229072,0,-2.47136E-05,5.67299999999999E-06
0.015,-0.0352488,-0.0391654,0,0,0.23,-0.2,0,0.226609,-0.205894,0,0.001265,8.42288E-05,0.000263534,0.000660408,0.000232705,-1.11759E-08,-2.1331E-05,3.63300000000001E-06
0.015,-0.0352488,-0.0391654,0,0,0.23,-0.2,0,0.2269,-0.20601,0,0.001265,8.42288E-05,0.000243813,0.000610936,0.000234561,0,-1.97217E-05,1.856E-06
0.016,-0.0352488,-0.0391654,0,0,0.23,-0.2,0,0.227187,-0.206124,0,0.001265,8.42288E-05,0.000224359,0.000562124,0.000234784,0,-1.94535E-05,2.22999999999988E-07
0.015,-0.0352488,-0.0391654,0,0,0.23,-0.2,0,0.227435,-0.206223,0,0.001265,8.42288E-05,0.000207577,0.000520013,0.000233692,0,-1.67824E-05,1.09199999999998E-06
0.015,-0.0352488,-0.0391654,0,0,0.23,-0.2,0,0.227665,-0.206314,0,0.001265,8.42288E-05,0.000192061,0.000481062,0.000231471,0,-1.55158E-05,2.221E-06
0.015,-0.0352488,-0.0391654,0,0,0.23,-0.2,0,0.227877,-0.206399,0,0.001265,8.42288E-05,0.000177696,0.000445038,0.000228289,0,-1.43647E-05,3.18200000000001E-06
0.015,-0.0352488,-0.0391654,0,0,0.23,-0.2,0,0.228073,-0.206477,0,0.001265,8.42288E-05,0.000164412,0.000411704,0.000224296,0,-1.32844E-05,3.99299999999999E-06
0.016,-0.0352488,-0.0391654,0,0,0.23,-0.2,0,0.228266,-0.206554,0,0.001265,8.42288E-05,0.00015131,0.000378825,0.000219561,0,-1.31018E-05,4.73500000000002E-06
0.015,-0.0352488,-0.0391654,0,0.01,0.23,-0.2,0,0.228433,-0.206471,0,0.001265,8.42288E-05,0.000165496,0.000350464,0.000216235,0,1.41859E-05,3.326E-06
0.015,-0.0352488,-0.0381862,0,0.01,0.23,-0.2,0,0.228155,-0.206393,0,0.00126501,-0.000894893,0.000178631,-0.000581466,0.000214142,1.11759E-08,1.31354E-05,2.09299999999999E-06
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.227898,-0.206472,0,0.00126501,-0.000894893,0.00016528,-0.000537802,0.000211158,0,-1.33514E-05,2.98400000000001E-06
0.016,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.227645,-0.20655,0,0.00126501,-0.000894893,0.000152107,-0.000494722,0.000207359,0,-1.31726E-05,3.799E-06
0.015,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.227426,-0.206184,0,0.000285883,-0.000894893,-0.000764947,-0.000457566,0.000133246,-0.000979125,-0.000917055,7.4113E-05
0.016,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.227211,-0.205824,0,0.000285883,-0.000894893,-0.0007037,-0.000420913,6.89382E-05,0,6.12475E-05,6.43078E-05
0.016,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.227012,-0.205492,0,0.000285883,-0.000894893,-0.000647362,-0.000387184,1.33897E-05,0,5.63376E-05,5.55485E-05
0.015,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.226843,-0.205208,0,0.000289295,-0.000890967,-0.000595529,-0.000354521,-3.43443E-05,3.41237E-06,5.18337E-05,4.7734E-05
0.015,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.226686,-0.204945,0,0.000289295,-0.000890967,-0.000550818,-0.000327878,-7.53458E-05,0,4.47109E-05,4.10015E-05
0.016,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.226531,-0.204685,0,0.000289295,-0.000890967,-0.000506707,-0.000301596,-0.000110121,0,4.41112E-05,3.47752E-05
0.015,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.226398,-0.204893,0,0.00126842,-0.000890967,0.00043704,-0.000278927,-6.98653E-05,0.000979125,0.000943746,4.02557E-05
0.015,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.226274,-0.204654,0,0.000289295,-0.000890967,-0.000501391,-0.000257958,-0.000104578,-0.000979125,-0.00093843,3.47127E-05
0.016,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.226152,-0.204417,0,0.000289295,-0.000890967,-0.000461232,-0.000237267,-0.000133798,0,4.01586E-05,2.922E-05
0.015,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.226046,-0.204212,0,0.000285883,-0.000894893,-0.00042982,-0.000222996,-0.000158576,-3.41237E-06,3.14116E-05,2.4778E-05
0.015,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.225947,-0.204022,0,0.000285883,-0.000894893,-0.000397541,-0.000206217,-0.000179147,0,3.22796E-05,2.0571E-05
0.015,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.225856,-0.203846,0,0.000285883,-0.000894893,-0.000367682,-0.000190705,-0.000195985,0,2.98582E-05,1.6838E-05
0.015,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.225771,-0.203684,0,0.000285883,-0.000894893,-0.000340059,-0.000176352,-0.000209519,0,2.7623E-05,1.3534E-05
0.015,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.225693,-0.203533,0,0.000285883,-0.000894893,-0.000314508,-0.000163075,-0.000220134,0,2.55518E-05,1.0615E-05
0.015,-0.0342697,-0.0381862,0,0,0.23,-0.2,0,0.225621,-0.203394,0,0.000285883,-0.000894893,-0.000290874,-0.000150789,-0.000228177,0,2.36332E-05,8.043E-06
0.016,-0.0352488,-0.0381862,0,0,0.23,-0.2,0,0.22555,-0.203718,0,0.00126501,-0.000894893,0.00063324,-0.000138674,-0.000164531,0.000979125,0.000924114,6.3646E-05
0.016,-0.0352488,-0.0381862,0.01,0,0.23,-0.2,0,0.225644,-0.204016,0,0.00126501,-0.000894893,0.000582628,-0.000154715,-0.000109136,0,-5.06118E-05,5.5395E-05
0.015,-0.0342697,-0.0381862,0.01,0,0.23,-0.2,0,0.225725,-0.203841,0,0.000285883,-0.000894893,-0.000366714,-0.000168551,-0.000130588,-0.000979125,-0.000949342,2.1452E-05
